child_name,filename,speaker,source,model_name,model_type,n_unique_nouns_in_session,tpr_the,tpr_a,tpr_overall,n_transitions_to_the,n_transitions_to_a,n_previous_a,n_previous_the,n_maintained,n_total,tpr
Liz,./data/CHILDES/Manchester/Liz/020918.cha,child,human,Human,baseline_unrestricted,54,0.0,0.0,0.0,0,0,6,2,8,8,0.0
Liz,./data/CHILDES/Manchester/Liz/020918.cha,mother,human,Human,baseline_unrestricted,54,0.25,0.0,0.2,1,0,4,1,4,5,0.2
Liz,./data/CHILDES/Manchester/Liz/020918.cha,other_adult,human,Human,baseline_unrestricted,54,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020515.cha,child,human,Human,baseline_unrestricted,47,0.0,0.0,0.0,0,0,7,2,9,9,0.0
Liz,./data/CHILDES/Manchester/Liz/020515.cha,mother,human,Human,baseline_unrestricted,47,0.3333333333333333,0.0,0.2727272727272727,3,0,9,2,8,11,0.2727272727272727
Liz,./data/CHILDES/Manchester/Liz/020515.cha,other_adult,human,Human,baseline_unrestricted,47,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020501.cha,child,human,Human,baseline_unrestricted,71,0.0,0.0,0.0,0,0,6,10,16,16,0.0
Liz,./data/CHILDES/Manchester/Liz/020501.cha,mother,human,Human,baseline_unrestricted,71,0.2727272727272727,0.0,0.2,3,0,11,4,12,15,0.2
Liz,./data/CHILDES/Manchester/Liz/020501.cha,other_adult,human,Human,baseline_unrestricted,71,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020313.cha,child,human,Human,baseline_unrestricted,95,0.5,0.0,0.3,3,0,6,4,7,10,0.3
Liz,./data/CHILDES/Manchester/Liz/020313.cha,mother,human,Human,baseline_unrestricted,95,0.125,0.16666666666666666,0.14285714285714285,1,1,8,6,12,14,0.14285714285714285
Liz,./data/CHILDES/Manchester/Liz/020313.cha,other_adult,human,Human,baseline_unrestricted,95,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020104.cha,child,human,Human,baseline_unrestricted,80,0.0,0.125,0.1,0,1,2,8,9,10,0.1
Liz,./data/CHILDES/Manchester/Liz/020104.cha,mother,human,Human,baseline_unrestricted,80,0.5,0.2,0.3333333333333333,2,1,4,5,6,9,0.3333333333333333
Liz,./data/CHILDES/Manchester/Liz/020104.cha,other_adult,human,Human,baseline_unrestricted,80,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/021018.cha,child,human,Human,baseline_unrestricted,57,0.16666666666666666,,0.16666666666666666,1,0,6,0,5,6,0.16666666666666666
Liz,./data/CHILDES/Manchester/Liz/021018.cha,mother,human,Human,baseline_unrestricted,57,0.0,,0.0,0,0,9,0,9,9,0.0
Liz,./data/CHILDES/Manchester/Liz/021018.cha,other_adult,human,Human,baseline_unrestricted,57,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020925.cha,child,human,Human,baseline_unrestricted,72,0.0,0.5,0.2727272727272727,0,3,5,6,8,11,0.2727272727272727
Liz,./data/CHILDES/Manchester/Liz/020925.cha,mother,human,Human,baseline_unrestricted,72,0.3333333333333333,0.2,0.2727272727272727,2,1,6,5,8,11,0.2727272727272727
Liz,./data/CHILDES/Manchester/Liz/020925.cha,other_adult,human,Human,baseline_unrestricted,72,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/011109.cha,child,human,Human,baseline_unrestricted,68,,0.5,0.5,0,1,0,2,1,2,0.5
Liz,./data/CHILDES/Manchester/Liz/011109.cha,mother,human,Human,baseline_unrestricted,68,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/011109.cha,other_adult,human,Human,baseline_unrestricted,68,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020403.cha,child,human,Human,baseline_unrestricted,95,0.0,0.14285714285714285,0.08333333333333333,0,1,5,7,11,12,0.08333333333333333
Liz,./data/CHILDES/Manchester/Liz/020403.cha,mother,human,Human,baseline_unrestricted,95,0.3333333333333333,0.0,0.1875,3,0,9,7,13,16,0.1875
Liz,./data/CHILDES/Manchester/Liz/020403.cha,other_adult,human,Human,baseline_unrestricted,95,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020007.cha,child,human,Human,baseline_unrestricted,86,0.0,0.2,0.1,0,1,5,5,9,10,0.1
Liz,./data/CHILDES/Manchester/Liz/020007.cha,mother,human,Human,baseline_unrestricted,86,0.0,0.0,0.0,0,0,5,3,8,8,0.0
Liz,./data/CHILDES/Manchester/Liz/020007.cha,other_adult,human,Human,baseline_unrestricted,86,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020014.cha,child,human,Human,baseline_unrestricted,69,0.125,0.0,0.07692307692307693,1,0,8,5,12,13,0.07692307692307693
Liz,./data/CHILDES/Manchester/Liz/020014.cha,mother,human,Human,baseline_unrestricted,69,0.3333333333333333,0.0,0.125,1,0,3,5,7,8,0.125
Liz,./data/CHILDES/Manchester/Liz/020014.cha,other_adult,human,Human,baseline_unrestricted,69,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020028.cha,child,human,Human,baseline_unrestricted,99,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,3,3,2,6,0.6666666666666666
Liz,./data/CHILDES/Manchester/Liz/020028.cha,mother,human,Human,baseline_unrestricted,99,0.5,0.5,0.5,2,2,4,4,4,8,0.5
Liz,./data/CHILDES/Manchester/Liz/020028.cha,other_adult,human,Human,baseline_unrestricted,99,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020202.cha,child,human,Human,baseline_unrestricted,79,0.5,0.3333333333333333,0.42857142857142855,2,1,4,3,4,7,0.42857142857142855
Liz,./data/CHILDES/Manchester/Liz/020202.cha,mother,human,Human,baseline_unrestricted,79,0.18181818181818182,0.3333333333333333,0.21428571428571427,2,1,11,3,11,14,0.21428571428571427
Liz,./data/CHILDES/Manchester/Liz/020202.cha,other_adult,human,Human,baseline_unrestricted,79,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020410.cha,child,human,Human,baseline_unrestricted,79,0.2857142857142857,0.0,0.2222222222222222,2,0,7,2,7,9,0.2222222222222222
Liz,./data/CHILDES/Manchester/Liz/020410.cha,mother,human,Human,baseline_unrestricted,79,0.14285714285714285,0.3333333333333333,0.23076923076923078,1,2,7,6,10,13,0.23076923076923078
Liz,./data/CHILDES/Manchester/Liz/020410.cha,other_adult,human,Human,baseline_unrestricted,79,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020612.cha,child,human,Human,baseline_unrestricted,58,0.0,0.0,0.0,0,0,8,4,12,12,0.0
Liz,./data/CHILDES/Manchester/Liz/020612.cha,mother,human,Human,baseline_unrestricted,58,0.1111111111111111,0.0,0.09090909090909091,1,0,9,2,10,11,0.09090909090909091
Liz,./data/CHILDES/Manchester/Liz/020612.cha,other_adult,human,Human,baseline_unrestricted,58,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020821.cha,child,human,Human,baseline_unrestricted,48,0.0,0.0,0.0,0,0,6,2,8,8,0.0
Liz,./data/CHILDES/Manchester/Liz/020821.cha,mother,human,Human,baseline_unrestricted,48,0.3333333333333333,0.0,0.14285714285714285,1,0,3,4,6,7,0.14285714285714285
Liz,./data/CHILDES/Manchester/Liz/020821.cha,other_adult,human,Human,baseline_unrestricted,48,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020605.cha,child,human,Human,baseline_unrestricted,66,0.1,0.5,0.16666666666666666,1,1,10,2,10,12,0.16666666666666666
Liz,./data/CHILDES/Manchester/Liz/020605.cha,mother,human,Human,baseline_unrestricted,66,0.2222222222222222,0.3333333333333333,0.25,2,1,9,3,9,12,0.25
Liz,./data/CHILDES/Manchester/Liz/020605.cha,other_adult,human,Human,baseline_unrestricted,66,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020807.cha,child,human,Human,baseline_unrestricted,86,0.29411764705882354,0.2857142857142857,0.2916666666666667,5,2,17,7,17,24,0.2916666666666667
Carl,./data/CHILDES/Manchester/Carl/020807.cha,mother,human,Human,baseline_unrestricted,86,0.25,0.38461538461538464,0.32,3,5,12,13,17,25,0.32
Carl,./data/CHILDES/Manchester/Carl/020807.cha,other_adult,human,Human,baseline_unrestricted,86,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/010913.cha,child,human,Human,baseline_unrestricted,66,0.25,0.2727272727272727,0.2647058823529412,3,6,12,22,25,34,0.2647058823529412
Carl,./data/CHILDES/Manchester/Carl/010913.cha,mother,human,Human,baseline_unrestricted,66,0.26666666666666666,0.2608695652173913,0.2631578947368421,4,6,15,23,28,38,0.2631578947368421
Carl,./data/CHILDES/Manchester/Carl/010913.cha,other_adult,human,Human,baseline_unrestricted,66,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020026.cha,child,human,Human,baseline_unrestricted,94,0.35294117647058826,0.1875,0.2727272727272727,6,3,17,16,24,33,0.2727272727272727
Carl,./data/CHILDES/Manchester/Carl/020026.cha,mother,human,Human,baseline_unrestricted,94,0.26666666666666666,0.28,0.275,4,7,15,25,29,40,0.275
Carl,./data/CHILDES/Manchester/Carl/020026.cha,other_adult,human,Human,baseline_unrestricted,94,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/010928.cha,child,human,Human,baseline_unrestricted,67,0.09090909090909091,0.125,0.11428571428571428,1,3,11,24,31,35,0.11428571428571428
Carl,./data/CHILDES/Manchester/Carl/010928.cha,mother,human,Human,baseline_unrestricted,67,0.13333333333333333,0.12,0.125,2,3,15,25,35,40,0.125
Carl,./data/CHILDES/Manchester/Carl/010928.cha,other_adult,human,Human,baseline_unrestricted,67,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020801.cha,child,human,Human,baseline_unrestricted,77,0.2727272727272727,0.13636363636363635,0.18181818181818182,3,3,11,22,27,33,0.18181818181818182
Carl,./data/CHILDES/Manchester/Carl/020801.cha,mother,human,Human,baseline_unrestricted,77,0.4,0.15,0.2571428571428571,6,3,15,20,26,35,0.2571428571428571
Carl,./data/CHILDES/Manchester/Carl/020801.cha,other_adult,human,Human,baseline_unrestricted,77,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020815.cha,child,human,Human,baseline_unrestricted,72,0.8,0.09523809523809523,0.3225806451612903,8,2,10,21,21,31,0.3225806451612903
Carl,./data/CHILDES/Manchester/Carl/020815.cha,mother,human,Human,baseline_unrestricted,72,0.2857142857142857,0.25,0.2647058823529412,4,5,14,20,25,34,0.2647058823529412
Carl,./data/CHILDES/Manchester/Carl/020815.cha,other_adult,human,Human,baseline_unrestricted,72,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020222.cha,child,human,Human,baseline_unrestricted,88,0.22727272727272727,0.2727272727272727,0.24242424242424243,5,3,22,11,25,33,0.24242424242424243
Carl,./data/CHILDES/Manchester/Carl/020222.cha,mother,human,Human,baseline_unrestricted,88,0.13333333333333333,0.17647058823529413,0.14893617021276595,4,3,30,17,40,47,0.14893617021276595
Carl,./data/CHILDES/Manchester/Carl/020222.cha,other_adult,human,Human,baseline_unrestricted,88,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020619.cha,child,human,Human,baseline_unrestricted,65,0.75,0.09090909090909091,0.26666666666666666,3,1,4,11,11,15,0.26666666666666666
Carl,./data/CHILDES/Manchester/Carl/020619.cha,mother,human,Human,baseline_unrestricted,65,0.5,0.16666666666666666,0.2777777777777778,3,2,6,12,13,18,0.2777777777777778
Carl,./data/CHILDES/Manchester/Carl/020619.cha,other_adult,human,Human,baseline_unrestricted,65,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/010902.cha,child,human,Human,baseline_unrestricted,103,0.18181818181818182,0.42857142857142855,0.3023255813953488,4,9,22,21,30,43,0.3023255813953488
Carl,./data/CHILDES/Manchester/Carl/010902.cha,mother,human,Human,baseline_unrestricted,103,0.11538461538461539,0.14285714285714285,0.1276595744680851,3,3,26,21,41,47,0.1276595744680851
Carl,./data/CHILDES/Manchester/Carl/010902.cha,other_adult,human,Human,baseline_unrestricted,103,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020508.cha,child,human,Human,baseline_unrestricted,92,0.6666666666666666,0.14814814814814814,0.3076923076923077,8,4,12,27,27,39,0.3076923076923077
Carl,./data/CHILDES/Manchester/Carl/020508.cha,mother,human,Human,baseline_unrestricted,92,0.23076923076923078,0.1891891891891892,0.2,3,7,13,37,40,50,0.2
Carl,./data/CHILDES/Manchester/Carl/020508.cha,other_adult,human,Human,baseline_unrestricted,92,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020520.cha,child,human,Human,baseline_unrestricted,89,0.08333333333333333,0.13043478260869565,0.11428571428571428,1,3,12,23,31,35,0.11428571428571428
Carl,./data/CHILDES/Manchester/Carl/020520.cha,mother,human,Human,baseline_unrestricted,89,0.2608695652173913,0.05263157894736842,0.16666666666666666,6,1,23,19,35,42,0.16666666666666666
Carl,./data/CHILDES/Manchester/Carl/020520.cha,other_adult,human,Human,baseline_unrestricted,89,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020125.cha,child,human,Human,baseline_unrestricted,86,0.25,0.0,0.15384615384615385,2,0,8,5,11,13,0.15384615384615385
Carl,./data/CHILDES/Manchester/Carl/020125.cha,mother,human,Human,baseline_unrestricted,86,0.1875,0.0,0.10714285714285714,3,0,16,12,25,28,0.10714285714285714
Carl,./data/CHILDES/Manchester/Carl/020125.cha,other_adult,human,Human,baseline_unrestricted,86,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020327.cha,child,human,Human,baseline_unrestricted,79,0.25,0.4166666666666667,0.35,2,5,8,12,13,20,0.35
Carl,./data/CHILDES/Manchester/Carl/020327.cha,mother,human,Human,baseline_unrestricted,79,0.18181818181818182,0.25,0.21739130434782608,2,3,11,12,18,23,0.21739130434782608
Carl,./data/CHILDES/Manchester/Carl/020327.cha,other_adult,human,Human,baseline_unrestricted,79,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020319.cha,child,human,Human,baseline_unrestricted,81,0.25,0.1875,0.20833333333333334,2,3,8,16,19,24,0.20833333333333334
Carl,./data/CHILDES/Manchester/Carl/020319.cha,mother,human,Human,baseline_unrestricted,81,0.35294117647058826,0.15,0.24324324324324326,6,3,17,20,28,37,0.24324324324324326
Carl,./data/CHILDES/Manchester/Carl/020319.cha,other_adult,human,Human,baseline_unrestricted,81,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/011112.cha,child,human,Human,baseline_unrestricted,67,0.4,0.4444444444444444,0.42105263157894735,4,4,10,9,11,19,0.42105263157894735
Carl,./data/CHILDES/Manchester/Carl/011112.cha,mother,human,Human,baseline_unrestricted,67,0.35714285714285715,0.25,0.3076923076923077,5,3,14,12,18,26,0.3076923076923077
Carl,./data/CHILDES/Manchester/Carl/011112.cha,other_adult,human,Human,baseline_unrestricted,67,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/011103.cha,child,human,Human,baseline_unrestricted,55,0.4,0.1,0.25,4,1,10,10,15,20,0.25
Carl,./data/CHILDES/Manchester/Carl/011103.cha,mother,human,Human,baseline_unrestricted,55,0.2222222222222222,0.1,0.13793103448275862,2,2,9,20,25,29,0.13793103448275862
Carl,./data/CHILDES/Manchester/Carl/011103.cha,other_adult,human,Human,baseline_unrestricted,55,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020527.cha,child,human,Human,baseline_unrestricted,91,0.4166666666666667,0.15,0.25,5,3,12,20,24,32,0.25
Carl,./data/CHILDES/Manchester/Carl/020527.cha,mother,human,Human,baseline_unrestricted,91,0.18181818181818182,0.08,0.1111111111111111,2,2,11,25,32,36,0.1111111111111111
Carl,./data/CHILDES/Manchester/Carl/020527.cha,other_adult,human,Human,baseline_unrestricted,91,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/011129.cha,child,human,Human,baseline_unrestricted,56,0.2777777777777778,0.36363636363636365,0.3103448275862069,5,4,18,11,20,29,0.3103448275862069
Carl,./data/CHILDES/Manchester/Carl/011129.cha,mother,human,Human,baseline_unrestricted,56,0.2857142857142857,0.18181818181818182,0.25,6,2,21,11,24,32,0.25
Carl,./data/CHILDES/Manchester/Carl/011129.cha,other_adult,human,Human,baseline_unrestricted,56,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/011115.cha,child,human,Human,baseline_unrestricted,73,0.2777777777777778,0.25,0.2647058823529412,5,4,18,16,25,34,0.2647058823529412
Carl,./data/CHILDES/Manchester/Carl/011115.cha,mother,human,Human,baseline_unrestricted,73,0.17647058823529413,0.15,0.16216216216216217,3,3,17,20,31,37,0.16216216216216217
Carl,./data/CHILDES/Manchester/Carl/011115.cha,other_adult,human,Human,baseline_unrestricted,73,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020703.cha,child,human,Human,baseline_unrestricted,111,0.44,0.10526315789473684,0.29545454545454547,11,2,25,19,31,44,0.29545454545454547
Carl,./data/CHILDES/Manchester/Carl/020703.cha,mother,human,Human,baseline_unrestricted,111,0.08333333333333333,0.35714285714285715,0.275,1,10,12,28,29,40,0.275
Carl,./data/CHILDES/Manchester/Carl/020703.cha,other_adult,human,Human,baseline_unrestricted,111,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020304.cha,child,human,Human,baseline_unrestricted,92,0.29411764705882354,0.2,0.23809523809523808,5,5,17,25,32,42,0.23809523809523808
Carl,./data/CHILDES/Manchester/Carl/020304.cha,mother,human,Human,baseline_unrestricted,92,0.17647058823529413,0.10714285714285714,0.13333333333333333,3,3,17,28,39,45,0.13333333333333333
Carl,./data/CHILDES/Manchester/Carl/020304.cha,other_adult,human,Human,baseline_unrestricted,92,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020711.cha,child,human,Human,baseline_unrestricted,73,0.3,0.4,0.3333333333333333,3,2,10,5,10,15,0.3333333333333333
Carl,./data/CHILDES/Manchester/Carl/020711.cha,mother,human,Human,baseline_unrestricted,73,0.08333333333333333,0.3333333333333333,0.16666666666666666,1,2,12,6,15,18,0.16666666666666666
Carl,./data/CHILDES/Manchester/Carl/020711.cha,other_adult,human,Human,baseline_unrestricted,73,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/010822.cha,child,human,Human,baseline_unrestricted,79,0.05263157894736842,0.6086956521739131,0.35714285714285715,1,14,19,23,27,42,0.35714285714285715
Carl,./data/CHILDES/Manchester/Carl/010822.cha,mother,human,Human,baseline_unrestricted,79,0.3333333333333333,0.4,0.35,10,4,30,10,26,40,0.35
Carl,./data/CHILDES/Manchester/Carl/010822.cha,other_adult,human,Human,baseline_unrestricted,79,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020513.cha,child,human,Human,baseline_unrestricted,80,0.6,0.08333333333333333,0.3181818181818182,6,1,10,12,15,22,0.3181818181818182
Carl,./data/CHILDES/Manchester/Carl/020513.cha,mother,human,Human,baseline_unrestricted,80,0.18181818181818182,0.19230769230769232,0.1891891891891892,2,5,11,26,30,37,0.1891891891891892
Carl,./data/CHILDES/Manchester/Carl/020513.cha,other_adult,human,Human,baseline_unrestricted,80,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020103.cha,child,human,Human,baseline_unrestricted,32,0.0,0.0,0.0,0,0,3,8,11,11,0.0
Carl,./data/CHILDES/Manchester/Carl/020103.cha,mother,human,Human,baseline_unrestricted,32,0.0,0.0,0.0,0,0,2,14,16,16,0.0
Carl,./data/CHILDES/Manchester/Carl/020103.cha,other_adult,human,Human,baseline_unrestricted,32,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020116.cha,child,human,Human,baseline_unrestricted,54,0.0,0.3333333333333333,0.2222222222222222,0,2,3,6,7,9,0.2222222222222222
Carl,./data/CHILDES/Manchester/Carl/020116.cha,mother,human,Human,baseline_unrestricted,54,0.4,0.3333333333333333,0.375,4,2,10,6,10,16,0.375
Carl,./data/CHILDES/Manchester/Carl/020116.cha,other_adult,human,Human,baseline_unrestricted,54,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/011122.cha,child,human,Human,baseline_unrestricted,64,0.5333333333333333,0.0,0.34782608695652173,8,0,15,8,15,23,0.34782608695652173
Carl,./data/CHILDES/Manchester/Carl/011122.cha,mother,human,Human,baseline_unrestricted,64,0.0,0.3076923076923077,0.14285714285714285,0,4,15,13,24,28,0.14285714285714285
Carl,./data/CHILDES/Manchester/Carl/011122.cha,other_adult,human,Human,baseline_unrestricted,64,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020006.cha,child,human,Human,baseline_unrestricted,69,0.6666666666666666,0.1111111111111111,0.25,4,2,6,18,18,24,0.25
Carl,./data/CHILDES/Manchester/Carl/020006.cha,mother,human,Human,baseline_unrestricted,69,0.0,0.15789473684210525,0.12,0,3,6,19,22,25,0.12
Carl,./data/CHILDES/Manchester/Carl/020006.cha,other_adult,human,Human,baseline_unrestricted,69,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/011019.cha,child,human,Human,baseline_unrestricted,66,0.5833333333333334,0.0,0.3181818181818182,7,0,12,10,15,22,0.3181818181818182
Carl,./data/CHILDES/Manchester/Carl/011019.cha,mother,human,Human,baseline_unrestricted,66,0.5,0.35294117647058826,0.391304347826087,3,6,6,17,14,23,0.391304347826087
Carl,./data/CHILDES/Manchester/Carl/011019.cha,other_adult,human,Human,baseline_unrestricted,66,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020410.cha,child,human,Human,baseline_unrestricted,88,0.09090909090909091,0.21052631578947367,0.16666666666666666,1,4,11,19,25,30,0.16666666666666666
Carl,./data/CHILDES/Manchester/Carl/020410.cha,mother,human,Human,baseline_unrestricted,88,0.35294117647058826,0.058823529411764705,0.20588235294117646,6,1,17,17,27,34,0.20588235294117646
Carl,./data/CHILDES/Manchester/Carl/020410.cha,other_adult,human,Human,baseline_unrestricted,88,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020215.cha,child,human,Human,baseline_unrestricted,83,0.14285714285714285,0.6,0.2631578947368421,2,3,14,5,14,19,0.2631578947368421
Carl,./data/CHILDES/Manchester/Carl/020215.cha,mother,human,Human,baseline_unrestricted,83,0.25,0.16666666666666666,0.23076923076923078,5,1,20,6,20,26,0.23076923076923078
Carl,./data/CHILDES/Manchester/Carl/020215.cha,other_adult,human,Human,baseline_unrestricted,83,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/010922.cha,child,human,Human,baseline_unrestricted,61,0.6153846153846154,0.045454545454545456,0.2571428571428571,8,1,13,22,26,35,0.2571428571428571
Carl,./data/CHILDES/Manchester/Carl/010922.cha,mother,human,Human,baseline_unrestricted,61,0.14285714285714285,0.2413793103448276,0.2222222222222222,1,7,7,29,28,36,0.2222222222222222
Carl,./data/CHILDES/Manchester/Carl/010922.cha,other_adult,human,Human,baseline_unrestricted,61,,,,0,0,0,0,0,0,
Carl,./data/CHILDES/Manchester/Carl/020228.cha,child,human,Human,baseline_unrestricted,79,0.3333333333333333,0.14285714285714285,0.23076923076923078,4,2,12,14,20,26,0.23076923076923078
Carl,./data/CHILDES/Manchester/Carl/020228.cha,mother,human,Human,baseline_unrestricted,79,0.25,0.17647058823529413,0.20689655172413793,3,3,12,17,23,29,0.20689655172413793
Carl,./data/CHILDES/Manchester/Carl/020228.cha,other_adult,human,Human,baseline_unrestricted,79,,,,0,0,0,0,0,0,
Joel,./data/CHILDES/Manchester/Joel/020422.cha,child,human,Human,baseline_unrestricted,76,0.2,0.16666666666666666,0.1875,2,1,10,6,13,16,0.1875
Joel,./data/CHILDES/Manchester/Joel/020422.cha,mother,human,Human,baseline_unrestricted,76,0.2222222222222222,0.4,0.2608695652173913,4,2,18,5,17,23,0.2608695652173913
Joel,./data/CHILDES/Manchester/Joel/020422.cha,other_adult,human,Human,baseline_unrestricted,76,,,,0,0,0,0,0,0,
Joel,./data/CHILDES/Manchester/Joel/020026.cha,child,human,Human,baseline_unrestricted,62,0.0,0.0,0.0,0,0,2,1,3,3,0.0
Joel,./data/CHILDES/Manchester/Joel/020026.cha,mother,human,Human,baseline_unrestricted,62,0.3333333333333333,0.0,0.16666666666666666,1,0,3,3,5,6,0.16666666666666666
Joel,./data/CHILDES/Manchester/Joel/020026.cha,other_adult,human,Human,baseline_unrestricted,62,,,,0,0,0,0,0,0,
Joel,./data/CHILDES/Manchester/Joel/020800.cha,child,human,Human,baseline_unrestricted,89,0.0,0.0,0.0,0,0,5,5,10,10,0.0
Joel,./data/CHILDES/Manchester/Joel/020800.cha,mother,human,Human,baseline_unrestricted,89,0.0,0.0,0.0,0,0,11,2,13,13,0.0
Joel,./data/CHILDES/Manchester/Joel/020800.cha,other_adult,human,Human,baseline_unrestricted,89,,,,0,0,0,0,0,0,
Joel,./data/CHILDES/Manchester/Joel/020626.cha,child,human,Human,baseline_unrestricted,107,0.1111111111111111,0.14285714285714285,0.125,1,1,9,7,14,16,0.125
Joel,./data/CHILDES/Manchester/Joel/020626.cha,mother,human,Human,baseline_unrestricted,107,0.16666666666666666,0.1,0.125,1,1,6,10,14,16,0.125
Joel,./data/CHILDES/Manchester/Joel/020626.cha,other_adult,human,Human,baseline_unrestricted,107,,,,0,0,0,0,0,0,
Joel,./data/CHILDES/Manchester/Joel/020619.cha,child,human,Human,baseline_unrestricted,85,0.1111111111111111,0.21428571428571427,0.17391304347826086,1,3,9,14,19,23,0.17391304347826086
Joel,./data/CHILDES/Manchester/Joel/020619.cha,mother,human,Human,baseline_unrestricted,85,0.18181818181818182,0.15384615384615385,0.16666666666666666,2,2,11,13,20,24,0.16666666666666666
Joel,./data/CHILDES/Manchester/Joel/020619.cha,other_adult,human,Human,baseline_unrestricted,85,,,,0,0,0,0,0,0,
Joel,./data/CHILDES/Manchester/Joel/020221.cha,child,human,Human,baseline_unrestricted,70,0.0,0.0,0.0,0,0,2,1,3,3,0.0
Joel,./data/CHILDES/Manchester/Joel/020221.cha,mother,human,Human,baseline_unrestricted,70,0.0,0.0,0.0,0,0,4,4,8,8,0.0
Joel,./data/CHILDES/Manchester/Joel/020221.cha,other_adult,human,Human,baseline_unrestricted,70,,,,0,0,0,0,0,0,
Joel,./data/CHILDES/Manchester/Joel/021004.cha,child,human,Human,baseline_unrestricted,79,0.125,0.4,0.23076923076923078,1,2,8,5,10,13,0.23076923076923078
Joel,./data/CHILDES/Manchester/Joel/021004.cha,mother,human,Human,baseline_unrestricted,79,0.16666666666666666,0.2857142857142857,0.21052631578947367,2,2,12,7,15,19,0.21052631578947367
Joel,./data/CHILDES/Manchester/Joel/021004.cha,other_adult,human,Human,baseline_unrestricted,79,,,,0,0,0,0,0,0,
Joel,./data/CHILDES/Manchester/Joel/011111.cha,child,human,Human,baseline_unrestricted,58,,0.25,0.25,0,1,0,4,3,4,0.25
Joel,./data/CHILDES/Manchester/Joel/011111.cha,mother,human,Human,baseline_unrestricted,58,0.0,0.0,0.0,0,0,1,2,3,3,0.0
Joel,./data/CHILDES/Manchester/Joel/011111.cha,other_adult,human,Human,baseline_unrestricted,58,,,,0,0,0,0,0,0,
